Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
147,1,4,3,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Branding: The Creative Journey Specialization,https://www.coursera.org/specializations/branding-the-creative-journey
148,0,1,5,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Six Sigma Green Belt Specialization,https://www.coursera.org/specializations/six-sigma-green-belt
149,1,1,6,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Excel/VBA for Creative Problem Solving Specialization,https://www.coursera.org/specializations/excel-vba-creative-problem-solving
150,0,1,6,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Business Statistics and Analysis Specialization,https://www.coursera.org/specializations/business-statistics-analysis
151,0,2,6,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,People and Soft Skills for Professional and Personal Success Specialization,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
152,1,1,8,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Songwriting: Writing, Arranging, and Producing Music Specialization",https://www.coursera.org/specializations/songwriting
153,0,2,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Culture-Driven Team Building Specialization,https://www.coursera.org/specializations/team-building
154,0,2,1,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Investment Management Specialization,https://www.coursera.org/specializations/investment-management
155,1,2,3,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Object Oriented Programming in Java Specialization,https://www.coursera.org/specializations/object-oriented-programming
156,0,4,3,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Fundamentals of Accounting  Specialization,https://www.coursera.org/specializations/accounting-fundamentals
157,0,3,5,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Databases for Data Scientists Specialization,https://www.coursera.org/specializations/databases-for-data-scientists
158,0,4,7,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,PostgreSQL for Everybody Specialization,https://www.coursera.org/specializations/postgresql-for-everybody
159,1,3,3,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Medical Terminology Specialization,https://www.coursera.org/specializations/medicalterminology
160,0,3,6,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Advanced Data Science with IBM Specialization,https://www.coursera.org/specializations/advanced-data-science-ibm
161,1,3,5,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Probabilistic Graphical Models  Specialization,https://www.coursera.org/specializations/probabilistic-graphical-models
162,0,1,1,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",FPGA Design for Embedded Systems Specialization,https://www.coursera.org/specializations/fpga-design
163,1,1,7,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",School Health for Children and Adolescents Specialization,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
164,0,3,0,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Statistical Analysis with R for Public Health Specialization,https://www.coursera.org/specializations/statistical-analysis-r-public-health
165,1,4,1,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Music Business  Specialization,https://www.coursera.org/specializations/music-business
166,0,3,5,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Healthcare IT Support Specialization,https://www.coursera.org/specializations/healthcare-it
167,0,1,4,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Practical Guide to Trading Specialization,https://www.coursera.org/specializations/financial-instruments-trading-investing
168,1,4,0,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Introduction to Logic and Critical Thinking Specialization,https://www.coursera.org/specializations/logic-critical-thinking-duke
169,0,4,5,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Blockchain Specialization,https://www.coursera.org/specializations/blockchain
170,0,1,9,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Software Design and Architecture Specialization,https://www.coursera.org/specializations/software-design-architecture
171,1,3,6,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Climate Change and Sustainable Investing Specialization,https://www.coursera.org/specializations/climatechangeandsustainableinvesting
172,0,2,4,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Functional Programming in Scala Specialization,https://www.coursera.org/specializations/scala
173,0,3,5,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals
174,0,2,1,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Financial Technology (Fintech) Innovations Specialization,https://www.coursera.org/specializations/financialtechnology
175,1,2,8,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Business Strategies for A Better World Specialization,https://www.coursera.org/specializations/wharton-global-business-strategy
176,1,2,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Machine Learning on Google Cloud Specialization,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
177,1,2,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Integrative Health and Medicine Specialization,https://www.coursera.org/specializations/integrative-health-and-medicine
178,0,1,4,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Futures Thinking Specialization,https://www.coursera.org/specializations/futures-thinking
179,0,2,0,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Finance for Technical Managers Specialization,https://www.coursera.org/specializations/finance-for-technical-managers
180,1,1,6,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","TESOL Certificate, Part 2: Teach English Now! Specialization",https://www.coursera.org/specializations/tesol-certificate-2
181,0,1,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Discrete Mathematics for Computer Science Specialization,https://www.coursera.org/specializations/discrete-mathematics
182,0,2,0,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Core Java Specialization,https://www.coursera.org/specializations/core-java
